content,score,thumbsUpCount,text,sentiment_label,word_count,review_date
sangat bagus,5,0,bagus,positive,1,
lumayan lah buat dengerin lagu,4,0,lumayan dengerin lagu,positive,3,
Bagus,5,0,bagus,positive,1,
e s seeeeee r,4,0,e s seeeeee r,positive,4,
bagus skli,5,0,bagus skli,positive,2,
bagus,5,0,bagus,positive,1,
sangat bagus 💝🥰🫵,5,0,bagus,positive,1,
"semua di batasi, minimal di suruh beli premium",1,0,batasi minimal suruh beli premium,neutral,5,
"aplikasi kikir, apa apa bayar",1,0,aplikasi kikir bayar,negative,3,
apakah aplikasi ini iklan yang penu,3,0,aplikasi iklan penu,neutral,3,
"mudah untuk di akses, dan ori",5,0,mudah akses ori,positive,3,
mantap,5,0,mantap,positive,1,
bagusss...lagunya enak²hampir semua lagu kesukaan ku ada disini🤭🌷,5,1,bagussslagunya enakhampir lagu kesukaan ku,positive,5,
okay,5,0,okay,positive,1,
terlalu bnyak iklan jadi kurang suka lebih baik cari musik yang lain,1,0,bnyak iklan suka cari musik,neutral,5,
matnep banget spotify,5,0,matnep banget spotify,positive,3,
sangatt bagusss,5,0,sangatt bagusss,positive,2,
bagus,4,0,bagus,positive,1,
"mantap memberikan sensasi dan fower, setiap dnger lagu di Spotify,",5,1,mantap sensasi fower dnger lagu spotify,positive,6,
mantap,5,0,mantap,positive,1,
mantapppppppppp,5,0,mantapppppppppp,positive,1,
Mantap,5,0,mantap,positive,1,
bagus lah,5,0,bagus,positive,1,
good enough,5,0,good enough,positive,2,
"bagus,spotify sering nemenin aku pas lagi sedih' nya lagu ngk juga bagus dn lengkap,pokok nya sesuka itu sama Spotify",4,1,bagusspotify nemenin pas sedih nya lagu ngk bagus dn lengkappokok nya sesuka spotify,positive,13,
malah ngedukung perang,1,1,ngedukung perang,negative,2,
pas gua nyari lagu tabola bale kan udah selesai pas gua mau ganti lagu buat mainff sebelum nya kan selesai setel lagu kan kalo udah kan ganti lagu pas gua mau bilangin lagu nya kok gabisa? jadikan gua bingung pas gua mau nyetel lagu ff nya kok gabisa ya? pliss kasih tau caranya:⁠-⁠),4,1,pas gua nyari lagu tabola bale udah selesai pas gua ganti lagu mainff nya selesai setel lagu kalo udah ganti lagu pas gua bilangin lagu nya gabisa jadikan gua bingung pas gua nyetel lagu ff nya gabisa ya pliss kasih tau,neutral,41,
Bagus sekali apk ini saya sangat suka,5,0,bagus apk suka,positive,3,
muatap,5,0,muatap,positive,1,
bagus banget,5,0,bagus banget,positive,2,
bguss,5,0,bguss,positive,1,
"berbayar... kurang bagus... sudah paket di pakai, bayar lagi",2,0,berbayar bagus paket pakai bayar,negative,5,
bagus,5,0,bagus,positive,1,
tidak ada mini paket,1,1,mini paket,neutral,2,
iklan nya terlalu buanyak :(,3,0,iklan nya buanyak,positive,3,
baguss,5,0,baguss,positive,1,
sangat asikk,5,0,asikk,positive,1,
Enak banget Dengar lagunya 🥰🥰🥰,5,0,enak banget dengar lagunya,positive,4,
padhl jaringan ku bagus tapi gak bisa pencarian nya,1,0,padhl jaringan ku bagus tidak pencarian nya,positive,7,
menurut ku aplikasi Spotify itu bagus tapi kebanyakan premium nya masa 59.000? bisa di kurangi? soalnya mahal bagi saya.makasi,4,1,ku aplikasi spotify bagus kebanyakan premium nya kurangi mahal sayamakasi,positive,10,
enak musik nyaa,5,0,enak musik nyaa,positive,3,
baru 2 lagu udah iklan kalok mau di premium kan ngasi harga yang ngotak lah,2,1,lagu udah iklan kalok premium ngasi harga ngotak,negative,8,
"enak bgt kalo ngedenger lagi disinieeee omagaaa,kalo ga hafal tinggal liat ajaaa",5,0,enak banget kalo ngedenger disinieeee omagaaakalo tidak hafal tinggal liat ajaaa,positive,11,
pokoknya mah udah bagus bangettttttttt💓💓💓💓💯💯💯,5,0,pokoknya mah udah bagus bangettttttttt,positive,5,
best music app,5,0,best music app,positive,3,
good,5,0,good,positive,1,
bisa kah artis dan album nya beda,5,0,kah artis album nya beda,negative,5,
aku pakai ke premium bukannya kualitas suaranya kencang jelas ini malah kecil banget padahal volume udah mentok maksimal pake speaker bluetooth jg masih kecil suaranya. dulu pake yg gk premium suaranya malah kenceng hmmmmm,3,2,pakai premium kualitas suaranya kencang banget volume udah mentok maksimal pake speaker bluetooth jg suaranya pake yang gk premium suaranya kenceng hmmmmm,positive,22,
good,5,0,good,positive,1,
ok lumayan bagus,5,0,ok lumayan bagus,positive,3,
"bagus bangett, aku suka sama apk ini. enak buat dengerin musik, bisa sambil apa aja. dan Alhamdulillah nya, aku ga pernah kalo lagi dengerin musik ada iklan nya. jadi suka dehh. memang sih, kalo buka apk nya baru banyak iklan nya, tapi cuman iklan gambar aja, kaya promosi, tapi iklan suara nya ga ada.",5,0,bagus banget suka apk enak dengerin musik saja alhamdulillah nya tidak kalo dengerin musik iklan nya suka dehh sih kalo buka apk nya iklan nya cuman iklan gambar saja kaya promosi iklan suara nya tidak,positive,35,
cuma ko lgu utk didgerin gk bisa lgsg urutan y...,5,0,ko lgu utk didgerin gk lgsg urutan y,negative,8,
Great,5,0,great,positive,1,
Nice app,5,0,nice app,positive,2,
2% dengarin musik 8% dengarin iklan,2,0,dengarin musik dengarin iklan,negative,4,
oke zone,5,0,oke zone,positive,2,
mntap,5,0,mntap,positive,1,
lumayan tp iklan berderet,5,0,lumayan tp iklan berderet,negative,4,
"makin lama nih aplikasi makin menjadi-jadi iklannya dulu 1 iklan terus 2 iklan sekarang 3 iklan, 1 iklannya memakan waktu 1 menit, lama lama juga 4 iklan",1,1,nih aplikasi menjadijadi iklannya iklan iklan iklan iklannya memakan menit iklan,neutral,11,
zionis,1,1,zionis,negative,1,
mantap,5,0,mantap,positive,1,
"kebanyakan iklan, gw pindah ke aplikasi sebelah aja",1,1,kebanyakan iklan gw pindah aplikasi sebelah saja,negative,7,
"tiap hari saya buka aplikasi ini,sangat bagus😘",5,0,buka aplikasi inisangat bagus,positive,4,
keren,5,0,keren,positive,1,
saya slalu dengar musik terbaru lwt Spotify apalagi sambil olah raga jalan pagi,5,0,slalu dengar musik terbaru lwt spotify olah raga jalan pagi,neutral,10,
kenapa pas login keluar,1,0,pas login,neutral,2,
terlalu banyak iklan,1,0,iklan,negative,1,
bagus si,5,0,bagus si,positive,2,
banyak iklannya,1,0,iklannya,positive,1,
banyak iklan banget sekarang anjirt,2,0,iklan banget anjirt,negative,3,
"sangat bguss, jadi bisa mendengarkan musik tanpa speaker yg mahal",5,1,bguss mendengarkan musik speaker yang mahal,negative,6,
mantap pokonya,5,0,mantap pokonya,positive,2,
jos,5,0,jos,positive,1,
Di coba dulu,4,0,coba,positive,1,
nice,5,0,nice,positive,1,
alasan Spotify makin banyak iklan karena untuk mendapat kan uang lebih banyak karena ceo Spotify berinvestasi ke Jerman buat dron untuk perang dan membunbun rakyat p4lestina,1,1,alasan spotify iklan uang ceo spotify berinvestasi jerman dron perang membunbun rakyat plestina,neutral,13,
top,5,0,top,positive,1,
fine af,5,0,fine af,positive,2,
apk kikir dikit dikit iklan berlangganan perbulan mahal banget cuman untuk dengerin musik gajelas gw hapus aja lah ini apk,1,0,apk kikir dikit dikit iklan berlangganan perbulan mahal banget cuman dengerin musik gajelas gw hapus saja apk,negative,17,
aplikasi nya sangat bagus untuk iklan juga ok gk bikin kaget tapi ada kekurangan nya tidak bisa maju mundur lagu nya selain itu udah ok semua untuk masalah algoritma joss dah saya dengerin lagu dj playlist nya dj semua terus saya dengerin lagu umamusume playlist nya umusume juga,5,0,aplikasi nya bagus iklan ok gk bikin kaget kekurangan nya maju mundur lagu nya udah ok algoritma joss sudah dengerin lagu dj playlist nya dj dengerin lagu umamusume playlist nya umusume,positive,31,
awas😂,1,0,awas,negative,1,
"enak bangett, lagi galau, lagi butterfly era, lagi kangen atau yg lainnya ttp enak bangett, lagunyaa full 👍🏻",5,1,enak banget galau butterfly era kangen yang ttp enak banget lagunyaa full,positive,12,
jooss,5,0,jooss,positive,1,
mantap,5,0,mantap,positive,1,
mode offline sering bug,1,0,mode offline bug,negative,3,
mantab,5,0,mantab,positive,1,
mantap.....tapi kalo ngasih iklan 1 aja lah gw mau make premium gak ada duit....tapi gacor,5,0,mantaptapi kalo ngasih iklan saja gw make premium tidak duittapi gacor,positive,11,
"Error tidak bisa beli premium, kecewa",1,0,error beli premium kecewa,negative,4,
gak bisa login Facebook tolol emang,1,0,tidak login facebook tolol emang,negative,5,
lebih dari sekedar cukup semoga lebih sukses lagi!!,5,0,sekedar semoga sukses,positive,3,
masa putar secara berurutan harus langganan? plislah awalnya pengen dengerin album favorit lagu berikutnya malah lagu yang lain malah jadi gaa mood pengennya dengeren di spotify buat naikin mood malh di buat gaa mood dengan adanya putar ber-urutan di jadikan langganan👎👎. maaf aku kasih bintang satu,1,6,putar berurutan langganan plislah pengen dengerin album favorit lagu lagu gaa mood pengennya dengeren spotify naikin mood malh gaa mood putar berurutan jadikan langganan maaf kasih bintang,positive,27,
mantap,5,0,mantap,positive,1,
"over all baguss sii, cuma saran aku si iklannya jangan terlalu banyak. itu aja si",5,0,over all baguss sii saran si iklannya saja si,positive,9,
"dengar lagu sesuai apa yg kita inginkan, tapi sayang susah terbuka free jika habis masa premium",5,0,dengar lagu sesuai yang sayang susah terbuka free habis premium,positive,10,
Aplikasi ini sungguh2 saya sukai karena kamu sangat baik,5,0,aplikasi sungguh sukai,positive,3,
taeh taeh,5,0,taeh taeh,negative,2,
tolong dimurahin dikit,2,0,tolong dimurahin dikit,neutral,3,
"aplikasi kikir, dikit dikit nyuruh premium",1,0,aplikasi kikir dikit dikit nyuruh premium,negative,6,
"tolong paket harian munculin masa udah ngeplaylist, paket udah habis mulai nya ngacak",4,0,tolong paket harian munculin udah ngeplaylist paket udah habis nya ngacak,neutral,11,
"bagus bgt,lengkap lagi,love you🤗",5,0,bagus bgtlengkap lagilove you,positive,4,
gk ke dlu lgi !!!,1,0,gk dlu lgi,negative,3,
good,5,0,good,positive,1,
ya membuat saya tenang jika ingin galau sangat luar biasa,5,0,ya tenang galau,negative,3,
KEBANYAKAN IKLAN NIH AH ELAH,5,0,kebanyakan iklan nih ah elah,negative,5,
terlalu banyakniklam,5,0,banyakniklam,positive,1,
"bagus sih,tapi banyak banget iklannya untuk yang free jadi tolong dikurangi iklannya ,hanya saran kalo banyak iklan jadi saat dengar lagu jadi tidak nyaman jadi moohonn sekali untuk kurangi iklan🙏",4,0,bagus sihtapi banget iklannya free tolong dikurangi iklannya saran kalo iklan dengar lagu nyaman moohonn kurangi iklan,positive,17,
ok semuanya,5,0,ok,positive,1,
good,5,0,good,positive,1,
aplikasi bodo,1,0,aplikasi bodo,negative,2,
bagusss,5,0,bagusss,positive,1,
bagus aplikasi nya,5,0,bagus aplikasi nya,positive,3,
ngelag yg di stel lagu apa yg muncul lagu pica-pica huuuu,3,0,ngelag yang stel lagu yang muncul lagu picapica huuuu,negative,9,
"apk nya bagus lagu nya juga lengkap dan saya gak mempermasalahkan iklan nya karena saya juga make yg free tapi yang bikin bete tuh pas lagi muter lagu dan buka apk lain lagunya malah ke pouse sendiri padahal sudah di update, jadi tolong diperbaiki atmin🙏",2,0,apk nya bagus lagu nya lengkap tidak mempermasalahkan iklan nya make yang free bikin bete tuh pas muter lagu buka apk lagunya pouse update tolong diperbaiki atmin,negative,27,
"apa apa di premiumin kek sekarang mau ganti lagu aja harus prem, sumpah ini aplikasi musik terkikir ogah dah gw pake lagi",2,0,premiumin kek ganti lagu saja prem sumpah aplikasi musik terkikir ogah sudah gw pake,negative,14,
bagus,1,0,bagus,positive,1,
"saya sadar pakai yg free pasti ada iklan tapi ini tiap ganti lagu (1 kali) itu iklan, iklannya berlebihan jadinya gabsia menikmati lagu",3,0,sadar pakai yang free iklan ganti lagu kali iklan iklannya gabsia menikmati lagu,negative,13,
WENAKK WENAKSS,5,0,wenakk wenakss,negative,2,
banyak iklan setelah itu iklan nya maksa lagi agar kita dapat beli Spotify premium,1,1,iklan iklan nya maksa beli spotify premium,negative,7,
God jabb😙,5,0,god jabb,positive,2,
"hampir semua musik, mantap",5,0,musik mantap,positive,2,
bagaimana cara aku mengulang lagu di versi sekarang,1,0,mengulang lagu versi,neutral,3,
jelek aku gak akan mau instal lagi setres kerjain skripsi + lagi datang bulan malah lagunya terbatas dan harus bayar premium,1,1,jelek tidak instal setres kerjain skripsi lagunya terbatas bayar premium,negative,10,
aku sukaaaaaa,5,0,sukaaaaaa,positive,1,
bagus,5,0,bagus,positive,1,
"musik yang bagus ,tapi tambahkan juga lirik nya ,rata rata lirik nya ga ada",5,1,musik bagus tambahkan lirik nya lirik nya tidak,positive,8,
awesome,5,0,awesome,positive,1,
gasss poll,5,0,gasss poll,negative,2,
bagus,5,0,bagus,positive,1,
enak,5,0,enak,positive,1,
sebenernya aplikasi ini bagus tapi semua orang yang berlangganan pasti merasa di khianati karena uang langganannya di gunakan untuk senjata pembunuhan. MIRIS,1,0,sebenernya aplikasi bagus orang berlangganan khianati uang langganannya senjata pembunuhan miris,negative,11,
join spotify skarang ya. di jamin gx kan nyesel🥰🥰,5,0,join spotify skarang ya jamin gx nyesel,positive,7,
teman setia dikala sendiri,5,0,teman setia dikala,positive,3,
bagusss,5,0,bagusss,positive,1,
makin update makin ga jelas,1,0,update tidak,negative,2,
perlu penambaham fitur equalizer untuk mengatur bass & treble,3,1,penambaham fitur equalizer mengatur bass treble,neutral,6,
sangat bagus untuk menderngarkan musik,5,0,bagus menderngarkan musik,positive,3,
Lagunya Lengkap Dan Asik Banget,5,0,lagunya lengkap asik banget,positive,4,
bagus teman di kala sendiri,5,0,bagus teman,positive,2,
I like the k-pop songs and it's complete I hope there will be more k-pop albums,5,0,i like the kpop songs and its complete i hope there will be more kpop albums,neutral,16,
isriwil kntl,1,1,isriwil kntl,neutral,2,
katanya gak ada iklan tapi didalamnya ada iklan,1,1,tidak iklan didalamnya iklan,positive,4,
"kalau dr segi apa"" udh bagus banget, bikin playlist ga susah, nyari lagu dari lirik dll, tapi sbg pengguna gratisan (free) itu ada beberapa hal yg mnurutku ngeselin gt. 1. iklan tiap kali mau gnti lagu, tapi iklannya itu bnrn muncul pas mw ganti lagu, maksudku kita hbis selesai ngedengerin lagu kepncet lagu ini padhal mau lagu yg lain, trs pas mw klik lagu yg baru malah iklan lagi, ga dijadwalkan sesuai waktu. 2. APA APAAN BATASAN PEMUTARAN LAGU ITU?? PERASAAN DULU GA DIBATASIN.. APA APA PREMIUM",3,0,dari segi sudah bagus banget bikin playlist tidak susah nyari lagu lirik dll sbg pengguna gratisan free yang mnurutku ngeselin gt iklan kali gnti lagu iklannya bnrn muncul pas mw ganti lagu maksudku hbis selesai ngedengerin lagu kepncet lagu padhal lagu yang terus pas mw klik lagu yang iklan tidak dijadwalkan sesuai batasan pemutaran lagu perasaan tidak dibatasin premium,positive,59,
"apa apa premium, iklan 2 gabisa di skip, milih lagu aja harus premium pake batasan segala, ni aplikasi nyiksa bgt sih buat yang gratisan",1,0,premium iklan gabisa skip milih lagu saja premium pake batasan ni aplikasi nyiksa banget sih gratisan,negative,16,
jos,5,0,jos,positive,1,
"burik, ga bisa diskip sekalinya bisa skip malah langsung ke skip 2 musik ajg",1,2,burik tidak diskip sekalinya skip langsung skip musik ajg,negative,9,
bagus,1,0,bagus,positive,1,
good,5,0,good,positive,1,
sangat menghibur banget dah pokoknya.mantap,5,0,menghibur banget sudah pokoknyamantap,positive,4,
woww,5,0,woww,positive,1,
spotify luar biasa,4,0,spotify,positive,1,
bagus semua lagu ada,5,0,bagus lagu,positive,2,
keren buat menemani di semua kegiatan,5,0,keren menemani kegiatan,positive,3,
kenapa kalau email atau sandi saya sudah benar tapi Tidak dapat masuk?? kenapa ya,2,0,email sandi masuk ya,neutral,4,
tolong inimah online kenapa harus premium dulu,4,0,tolong inimah online premium,neutral,4,
Bagus Banget Apk Nya Aku Reting 4 bintang,4,0,bagus banget apk nya reting bintang,positive,6,
aplikasi nya sangat bagus untuk mendengarkan musik untuk ngesad,5,1,aplikasi nya bagus mendengarkan musik ngesad,positive,6,
apk nya bagus,5,0,apk nya bagus,positive,3,
asyik bsa musikan sambil chatingan tanpa keganggu,5,0,asyik bsa musikan chatingan keganggu,negative,5,
mantap wak,5,0,mantap wak,positive,2,
"bagus buat nyalain lagu mala,Scott and zelda,dll buat main pollybuz..itu combi apk yang seru sih no debat,,ytta😹😹",5,1,bagus nyalain lagu malascott and zeldadll main pollybuzitu combi apk seru sih no debatytta,positive,14,
makasih sudah buat kan aplikasi ini🥺🥺🥺,5,0,makasih aplikasi,positive,2,
good,5,0,good,positive,1,
memang anjj ini apk 😊😊 byk iklan dan lagi acak dan GK enak didenger memang anjj mending GK udah pake premium mending free aja bgst tolol spotrify anjj😊😊👊👊,1,0,anjj apk byk iklan acak gk enak didenger anjj mending gk udah pake premium mending free saja bgst tolol spotrify anjj,negative,21,
mntp sekali,5,0,mntp,positive,1,
keren,5,0,keren,positive,1,
bgus mksi,5,0,bgus mksi,positive,2,
top,5,0,top,positive,1,
100 persen suka karena kalo lagi kesepian atau galau pasti dengerin lagu lagu,5,0,persen suka kalo kesepian galau dengerin lagu lagu,negative,8,
bagus,5,0,bagus,positive,1,
bagus,5,0,bagus,positive,1,
wow,5,0,wow,positive,1,
mantap,5,0,mantap,positive,1,
suka bangett tapi kadang ada iklan yaa tapi gapapa,5,1,suka banget kadang iklan yaa gapapa,positive,6,
dasar pembela teroris,1,1,dasar pembela teroris,negative,3,
tolong jangan baja apikasa ini,2,0,tolong baja apikasa,positive,3,
lebih good,5,0,good,positive,1,
Gapa,5,0,gapa,negative,1,
sporty ini Sangat seru dan banyak lagu vira dan lagu lainnya saya suka sama spotify ini tapi spotify ini online andai saja spotify ini offline jadi saya kasih lima bintang tapi saya suka karna ada lagu favorit saya meski pun ini online saya tetep suka sama spotify ini terimakasih karna udaahhh bikin buat lagu apa saja,4,0,sporty seru lagu vira lagu suka spotify spotify online andai spotify offline kasih bintang suka karna lagu favorit online tetep suka spotify terimakasih karna udaahhh bikin lagu,positive,27,
mantap bisa main ml sambil sad,5,0,mantap main ml sad,positive,4,
"karena kesalahan kecil untuk menggeser audio, malah otomatis aktif Smart Shuffle yang membuat ada musik lain yang diputar dalam playlist. untuk menonaktifkan nya pulak harus premium bjir bad mod ada iklan maruk lebih kikir dari Gaji**.",2,0,kesalahan menggeser audio otomatis aktif smart shuffle musik diputar playlist menonaktifkan nya pulak premium bjir bad mod iklan maruk kikir gaji,negative,21,
CEO ny gblok,1,1,ceo ny gblok,negative,3,
kalau mau mutar lagu fav berkali² harus preium dulu,2,0,mutar lagu fav berkali preium,neutral,5,
joozzz,5,0,joozzz,positive,1,
lagunya sangat cantik dan menarik bagi saya,5,0,lagunya cantik menarik,positive,3,
keren...,5,0,keren,positive,1,
bagus banget,5,0,bagus banget,positive,2,
bagus cocok buat lagi main game,5,0,bagus cocok main game,positive,4,
best apk for music,5,0,best apk for music,positive,4,
enak terhibur selalu dengan adanya Spotify hebat mantap,5,1,enak terhibur spotify hebat mantap,positive,5,
makin kesini lebih banyak dengerin iklannya dibanding denger musik. baru play 1 musik langsung dikasih 3 iklan,1,1,kesini dengerin iklannya dibanding denger musik play musik langsung dikasih iklan,neutral,11,
sumpah aplikasi ini sangat bagus untuk di gunakan dengar lagu sumpah woi sangat bagus nda rugi silahkan download aplikasi ini,5,0,sumpah aplikasi bagus dengar lagu sumpah woi bagus nda rugi silahkan download aplikasi,positive,13,
baguss enak tapi susah nyari love nya sekarang di hilangin kayak nya,5,0,baguss enak susah nyari love nya hilangin kayak nya,positive,9,
bagus,5,0,bagus,positive,1,
bagus kok,4,0,bagus,positive,1,
top markotop,5,0,top markotop,positive,2,
top markotop,5,0,top markotop,positive,2,
bagus banget untuk pake tidur,5,0,bagus banget pake tidur,positive,4,
lagu nya asik banget,5,0,lagu nya asik banget,positive,4,
"aplikasi nya bagus, walaupun lagi nya kurang lengkap",5,1,aplikasi nya bagus nya lengkap,positive,5,
"Ini kenapa ya? Padahal dulu pas dipakai dengerin lagu pakai bluetooth bisa-bisa aja, apa bukan karna bluetooth nya ya? Aku baru nyetel lagu pakai earphone, lagunya langsung berhenti dan hilang?? Itu bug sementara atau apa? aku lihat-lihat di ratingnya gak ada masalah kaya aku, apa cuman aku doang? Ini Spotify nya yang bermasalah atau aku ya Ini ngganggu banget sumpah, aku jadi gak mood lagi dengerin lagu. Kalau ini bug, tolong secepatnya diperbaiki, ini bisa ngeganggu kenyamanan penggunanya.",3,32,ya pas dipakai dengerin lagu pakai bluetooth bisabisa saja karna bluetooth nya ya nyetel lagu pakai earphone lagunya langsung berhenti hilang bug lihatlihat ratingnya tidak kaya cuman doang spotify nya bermasalah ya ngganggu banget sumpah tidak mood dengerin lagu bug tolong secepatnya diperbaiki ngeganggu kenyamanan penggunanya,negative,46,
aplikasi yang bagus untuk ngesad,5,0,aplikasi bagus ngesad,positive,3,
bagus tpi minusnya cuman iklannya banyak aja sih,4,1,bagus tpi minusnya cuman iklannya saja sih,negative,7,
bagus,5,0,bagus,positive,1,
aplikasi nya sangat bagus,5,0,aplikasi nya bagus,positive,3,
ok,5,0,ok,positive,1,
keren,5,0,keren,positive,1,
sangat bagus. hanya tidak selengkap youtube music,5,0,bagus selengkap youtube music,positive,4,
momen yg sangat pas saat saya bersama cewe saya terputar lagu sempurna,5,0,momen yang pas cewe terputar lagu sempurna,positive,7,
asik music gratis kualitas good,5,0,asik music gratis kualitas good,positive,5,
bagus,5,0,bagus,positive,1,
oke di debgerin sambil leyeh,5,0,oke debgerin leyeh,negative,3,
astaghfiruwloh ini emang yah yang buat ini mantap banget deh ini mah lebih dari kata bagus aku kasi bintang 5,5,0,astaghfiruwloh emang yah mantap banget deh mah bagus kasi bintang,positive,10,
keren 😍👍👍,5,0,keren,positive,1,
ini bagus,5,0,bagus,positive,1,
Bagus banget bisanya itu kalo music bisa nya itu cuma di aplikasi nya tapi ini ngk bagus banget,5,0,bagus banget bisanya kalo music nya aplikasi nya ngk bagus banget,positive,11,
pandang pertama kenal sportify langsung jatuh cinta luvv,5,0,pandang kenal sportify langsung jatuh cinta luvv,positive,7,
Luar biasa...Spotify pilihan terbaik 💥💥💥,5,0,biasaspotify pilihan terbaik,positive,3,
