content,score,thumbsUpCount,cleaned_content,sentiment_label
gak bisa masuk gua mahh cokkkk,1,0,"['tidak', 'bisa', 'masuk', 'gua', 'mahh', 'cokkkk']",negative
Musik dlm genggaman,5,0,"['musik', 'dlm', 'genggaman']",positive
cocok buat lagi sendiri,5,0,"['cocok', 'buat', 'lagi', 'sendiri']",positive
sangat baguss,5,0,"['sangat', 'baguss']",positive
bagus,5,0,['bagus'],positive
Good Music App,5,0,"['good', 'music', 'app']",positive
karenaa baguss,5,0,"['karenaa', 'baguss']",positive
mantappoooo,5,0,['mantappoooo'],positive
Kembalikan premium 3 bulan 27rb,2,0,"['kembalikan', 'premium', 'bulan', 'rb']",neutral
Sangat memuaskan,5,0,"['sangat', 'memuaskan']",positive
kalian harus donglot ini asih banget kalian harus donglot ini sekarang 👍👍👍👍,5,0,"['kalian', 'harus', 'donglot', 'ini', 'asih', 'banget', 'kalian', 'harus', 'donglot', 'ini', 'sekarang']",negative
music is part of my life tho❤‍🩹❤‍🩹,5,0,"['music', 'is', 'part', 'of', 'my', 'life', 'tho']",positive
sangat bagus,5,0,"['sangat', 'bagus']",positive
applikasi ini sangat berguna,5,0,"['applikasi', 'ini', 'sangat', 'berguna']",positive
"Smoga dipermudah, dipermurah utk penggunaan musik Spotify nya yaa.. soundnya keren..!",5,0,"['smoga', 'dipermudah', 'dipermurah', 'utk', 'penggunaan', 'musik', 'spotify', 'nya', 'yaa', 'soundnya', 'keren']",positive
"apk mantep..nyesel deh kalo cuma di lewatin doang, opsi lagu banyak kwalitas lg bagus..., terus berinovasi min..",5,9,"['apk', 'mantepnyesel', 'deh', 'kalo', 'cuma', 'di', 'lewatin', 'doang', 'opsi', 'lagu', 'banyak', 'kwalitas', 'lg', 'bagus', 'terus', 'berinovasi', 'min']",positive
Saya suka ini,5,0,"['saya', 'suka', 'ini']",positive
"Untuk sekarang masih banyak lagu yg bisa di putar secara GRATIS, semoga kedepan nya gitu juga ya 😊",5,0,"['untuk', 'sekarang', 'masih', 'banyak', 'lagu', 'yang', 'bisa', 'di', 'putar', 'secara', 'gratis', 'semoga', 'kedepan', 'nya', 'gitu', 'juga', 'ya']",positive
Suara Extremely.. sebaiknya setelah di download dengan kwalitas sangat tinggi.. setelah itu di buat offline. Supaya tidak tertimpa aplikasi lain.,5,0,"['suara', 'extremely', 'sebaiknya', 'setelah', 'di', 'download', 'dengan', 'kwalitas', 'sangat', 'tinggi', 'setelah', 'itu', 'di', 'buat', 'offline', 'supaya', 'tidak', 'tertimpa', 'aplikasi', 'lain']",negative
"Spotify tolong diperbaiki, bikin kesel tau kgk!! Lagi enak-enak denger lagu malah mati sendiri, kalo mau denger lagu harus buka aplikasi lagi jadi tolong lah perbaiki biar ga sering mati sendiri lagu nya bikin kgk nyaman!!",1,31,"['spotify', 'tolong', 'diperbaiki', 'bikin', 'kesel', 'tau', 'kgk', 'lagi', 'enakenak', 'denger', 'lagu', 'malah', 'mati', 'sendiri', 'kalo', 'mau', 'denger', 'lagu', 'harus', 'buka', 'aplikasi', 'lagi', 'jadi', 'tolong', 'lah', 'perbaiki', 'biar', 'tidak', 'sering', 'mati', 'sendiri', 'lagu', 'nya', 'bikin', 'kgk', 'nyaman']",negative
"Ngerasa gak sih Spotify sekarang kualitas soundnya makin gak bagus wkwk, maksud gw soundnya gak ngangkat dan harus pakai volume booster😄😄😄😄",1,1,"['ngerasa', 'tidak', 'sih', 'spotify', 'sekarang', 'kualitas', 'soundnya', 'semakin', 'tidak', 'bagus', 'wkwk', 'maksud', 'gw', 'soundnya', 'tidak', 'ngangkat', 'dan', 'harus', 'pakai', 'volume', 'booster']",negative
Kurangi iklan,5,0,"['kurangi', 'iklan']",negative
sejauh ini udh bagus banget si coba deh tambahin widget yang 1:1 biar ga itu² aja widget nya 😉,5,1,"['sejauh', 'ini', 'sudah', 'bagus', 'banget', 'si', 'coba', 'deh', 'tambahin', 'widget', 'yang', 'biar', 'tidak', 'itu', 'saja', 'widget', 'nya']",positive
Nice,5,0,['nice'],positive
masa maju mundurin detik lagu harus prem,1,0,"['masa', 'maju', 'mundurin', 'detik', 'lagu', 'harus', 'prem']",negative
masa sih milih lagu aja di batesin per harinya kecewa berat,1,0,"['masa', 'sih', 'milih', 'lagu', 'saja', 'di', 'batesin', 'per', 'harinya', 'kecewa', 'berat']",negative
"aplikasinya bagus,tapi kalau saya lagi dengar playlist saya jgan di kasih musik yg gak ada di playlist saya yahhhhhhhhhhhh",4,3,"['aplikasinya', 'bagustapi', 'kalau', 'saya', 'lagi', 'dengar', 'playlist', 'saya', 'jgan', 'di', 'kasih', 'musik', 'yang', 'tidak', 'ada', 'di', 'playlist', 'saya', 'yahhhhhhhhhhhh']",positive
Kebanyakan iklan,5,0,"['kebanyakan', 'iklan']",negative
bagud,4,0,['bagud'],positive
Suara bagus walaupun belum setingkat FLAC & DSD mungkin karena GRATIS tapi sudah terbilang bagus - BASS empuk - TREBLE renyah💖 di play dgn Bluetooth S.M.S.L B1 pakai amplifier DITTON elan DI-260 UK dgn Speaker KEF-IQ70 UK. terima kasih Spotify 👍💖,5,1,"['suara', 'bagus', 'walaupun', 'belum', 'setingkat', 'flac', 'dsd', 'mungkin', 'karena', 'gratis', 'tapi', 'sudah', 'terbilang', 'bagus', 'bass', 'empuk', 'treble', 'renyah', 'di', 'play', 'dgn', 'bluetooth', 'smsl', 'b', 'pakai', 'amplifier', 'ditton', 'elan', 'di', 'uk', 'dgn', 'speaker', 'kefiq', 'uk', 'terima', 'kasih', 'spotify']",positive
bagus,1,0,['bagus'],positive
wow bagus banget ini udah paling bagusss ni aplikasi udah lagunya full 😍🥰🥰🥰🥰🥰🥰,5,0,"['wow', 'bagus', 'banget', 'ini', 'udah', 'paling', 'bagusss', 'ni', 'aplikasi', 'udah', 'lagunya', 'full']",positive
best bngtt,5,0,"['best', 'bngtt']",positive
"walau pun ada beberapa lagu yang tidak ada tetapi sangat bagus, lagu-lagu ini membuat saya merasa bahagia ☺️",5,0,"['walau', 'pun', 'ada', 'beberapa', 'lagu', 'yang', 'tidak', 'ada', 'tetapi', 'sangat', 'bagus', 'lagulagu', 'ini', 'membuat', 'saya', 'merasa', 'bahagia']",positive
Semuanya harusnya ada tampilkan lirikkk,3,0,"['semuanya', 'harusnya', 'ada', 'tampilkan', 'lirikkk']",neutral
"spotify burik anjir ngebug mulu kebanyakan iklan lagi, satu lagu tiga iklan bangkej, kalau buka aplikasi lain sambil denger lagu juga suka ilang, hampir semua aplikasi, lain kali di perbaiki lagi yh",3,0,"['spotify', 'burik', 'anjir', 'ngebug', 'mulu', 'kebanyakan', 'iklan', 'lagi', 'satu', 'lagu', 'tiga', 'iklan', 'bangkej', 'kalau', 'buka', 'aplikasi', 'lain', 'sambil', 'denger', 'lagu', 'juga', 'suka', 'ilang', 'hampir', 'semua', 'aplikasi', 'lain', 'kali', 'di', 'perbaiki', 'lagi', 'yh']",negative
Bagus,5,0,['bagus'],positive
bagus luar biasa,5,0,"['bagus', 'luar', 'biasa']",positive
sanga bagus dan menyenangkan hati😘😍🤩,5,0,"['sanga', 'bagus', 'dan', 'menyenangkan', 'hati']",positive
seru banget dengarin lagu,5,0,"['seru', 'banget', 'dengarin', 'lagu']",negative
bagus,5,0,['bagus'],positive
asyikkkk,5,0,['asyikkkk'],positive
bagus,5,0,['bagus'],positive
"aplikasinya bagus banget, cocok banget buat saya yang suka dengerin musik sambil buka app lain",5,1,"['aplikasinya', 'bagus', 'banget', 'cocok', 'banget', 'buat', 'saya', 'yang', 'suka', 'dengerin', 'musik', 'sambil', 'buka', 'app', 'lain']",positive
"Menurutku udah bagus bgt lagu yg di cari semua ada,lagu kekinian juga ada cepet bgt rilis nya,sambil bermain di aplikasi lain juga bisa jadi main game sambil denger laguu,tapi sayang nya jgn maksa bgt untuk pake premium.dulu premium nya ga maksa bgt kaya kita search trs kita pilih masi bisa,sekarang kalau search lagu gabisa haru premium(kadang bisa kadang ga bisa)",4,369,"['menurutku', 'udah', 'bagus', 'banget', 'lagu', 'yang', 'di', 'cari', 'semua', 'adalagu', 'kekinian', 'juga', 'ada', 'cepet', 'banget', 'rilis', 'nyasambil', 'bermain', 'di', 'aplikasi', 'lain', 'juga', 'bisa', 'jadi', 'main', 'game', 'sambil', 'denger', 'laguutapi', 'sayang', 'nya', 'jgn', 'maksa', 'banget', 'untuk', 'pake', 'premiumdulu', 'premium', 'nya', 'tidak', 'maksa', 'banget', 'kaya', 'kita', 'search', 'terus', 'kita', 'pilih', 'masi', 'bisasekarang', 'kalau', 'search', 'lagu', 'gabisa', 'haru', 'premiumkadang', 'bisa', 'kadang', 'tidak', 'bisa']",positive
Lagu keren banget,5,0,"['lagu', 'keren', 'banget']",positive
aplikasi Lagu debest,5,0,"['aplikasi', 'lagu', 'debest']",neutral
Yahh sangat suka walau kaum free,5,0,"['yahh', 'sangat', 'suka', 'walau', 'kaum', 'free']",positive
Mantaaap,5,0,['mantaaap'],positive
good!,5,0,['good'],positive
Podcast nya keren dan lagunya bagus banget bisa didenger pas belajar dan bisa didenger di mana aja Keren sihh..,5,2,"['podcast', 'nya', 'keren', 'dan', 'lagunya', 'bagus', 'banget', 'bisa', 'didenger', 'pas', 'belajar', 'dan', 'bisa', 'didenger', 'di', 'mana', 'saja', 'keren', 'sihh']",positive
mantap,5,0,['mantap'],positive
Mantap,5,0,['mantap'],positive
"mudah menggunakannya, lagunya lengkap",5,1,"['mudah', 'menggunakannya', 'lagunya', 'lengkap']",positive
bisa ilangin jenuh ...mntep dh Thanks,3,0,"['bisa', 'ilangin', 'jenuh', 'mntep', 'dh', 'thanks']",positive
"sekarang Spotify kok gbisa di download ya dihp aku? Apk apk yg lainnya juga gabisa di download, memori nya masih banyak juga, aku bingung gitu gimana caranya, pls yang tau caranya boleh kasih tau ga?",5,0,"['sekarang', 'spotify', 'kok', 'gbisa', 'di', 'download', 'ya', 'dihp', 'aku', 'apk', 'apk', 'yang', 'lainnya', 'juga', 'gabisa', 'di', 'download', 'memori', 'nya', 'masih', 'banyak', 'juga', 'aku', 'bingung', 'gitu', 'gimana', 'caranya', 'pls', 'yang', 'tau', 'caranya', 'boleh', 'kasih', 'tau', 'tidak']",negative
lagu nya bagus semua lengkap jadi aku sukak,5,0,"['lagu', 'nya', 'bagus', 'semua', 'lengkap', 'jadi', 'aku', 'sukak']",positive
"Sangat menyenangkan dapat menjelajahi lagu apapun dan dari manapun.. I like spotify, meskipun harus online , tapi tidak menghabiskan bnyak kuota😁💓 remkomended pokok",5,4,"['sangat', 'menyenangkan', 'dapat', 'menjelajahi', 'lagu', 'apapun', 'dan', 'dari', 'manapun', 'i', 'like', 'spotify', 'meskipun', 'harus', 'online', 'tapi', 'tidak', 'menghabiskan', 'bnyak', 'kuota', 'remkomended', 'pokok']",positive
kebapa saya beri bintang 5 karena lagu nya enak enak terima kasih,5,0,"['kebapa', 'saya', 'beri', 'bintang', 'karena', 'lagu', 'nya', 'enak', 'enak', 'terima', 'kasih']",positive
waw emejing😍😍😍😍😍luv it,5,0,"['waw', 'emejingluv', 'it']",negative
the best,5,0,"['the', 'best']",positive
lenkap semua lagu tersedia,5,0,"['lenkap', 'semua', 'lagu', 'tersedia']",neutral
bagus buat denger musik,5,0,"['bagus', 'buat', 'denger', 'musik']",positive
mantap,5,0,['mantap'],positive
baguss bgttt,5,0,"['baguss', 'bgttt']",positive
baguss wehh aku sukaa bangett soalnyaa ini aplikasi bisa diputar dimana aj contoh pas lagi main gamee. aku kasih bintang full yaaa 🌼🌼🌼🌼🌼,5,0,"['baguss', 'wehh', 'aku', 'sukaa', 'banget', 'soalnyaa', 'ini', 'aplikasi', 'bisa', 'diputar', 'dimana', 'aj', 'contoh', 'pas', 'lagi', 'main', 'gamee', 'aku', 'kasih', 'bintang', 'full', 'yaaa']",positive
paket premium yang 1 hari atau seminggu udah ilang,1,0,"['paket', 'premium', 'yang', 'hari', 'atau', 'seminggu', 'udah', 'ilang']",negative
Lagukeren banget,5,0,"['lagukeren', 'banget']",positive
banyak iklan,1,0,"['banyak', 'iklan']",positive
terlalu banyak iklan padahal aplikasi terpopuler di smartphone,1,0,"['terlalu', 'banyak', 'iklan', 'padahal', 'aplikasi', 'terpopuler', 'di', 'smartphone']",negative
lucuuuu,5,0,['lucuuuu'],positive
"aplikasi sampah,iya gua tau kalo ga premium iklannya ada tapi masa harus dengerin lebih banyak iklan daripada musiknya,setiap denga musik yg bunyi dluan itu iklannya anj emg ni aplikasi. sama kayak capcut gatau diri!",1,49,"['aplikasi', 'sampahiya', 'gua', 'tau', 'kalo', 'tidak', 'premium', 'iklannya', 'ada', 'tapi', 'masa', 'harus', 'dengerin', 'lebih', 'banyak', 'iklan', 'daripada', 'musiknyasetiap', 'denga', 'musik', 'yang', 'bunyi', 'dluan', 'itu', 'iklannya', 'anj', 'emg', 'ni', 'aplikasi', 'sama', 'kayak', 'capcut', 'gatau', 'diri']",negative
top lah .,4,0,"['top', 'lah']",positive
Aku suka dan bagus,5,0,"['aku', 'suka', 'dan', 'bagus']",positive
bagus,5,0,['bagus'],positive
bagus,5,0,['bagus'],positive
"lagu nya pada lengkap-lengkap disini, suara musik nya juga jelas, baguss deh pokoknya",5,0,"['lagu', 'nya', 'pada', 'lengkaplengkap', 'disini', 'suara', 'musik', 'nya', 'juga', 'jelas', 'baguss', 'deh', 'pokoknya']",positive
Spotify aplikasi nya bagus dan lagu lagu di Spotify asik di dengerin,5,1,"['spotify', 'aplikasi', 'nya', 'bagus', 'dan', 'lagu', 'lagu', 'di', 'spotify', 'asik', 'di', 'dengerin']",positive
Boleh,5,0,['boleh'],positive
seru,5,0,['seru'],negative
Thankyou buat yang sudah membuat aplikasi ini terimakasih banget ya..disitu banyak dan lengkap lagu lagu uchh makin aku suport terus nih spotify thanks wassalam,5,0,"['thankyou', 'buat', 'yang', 'sudah', 'membuat', 'aplikasi', 'ini', 'terimakasih', 'banget', 'yadisitu', 'banyak', 'dan', 'lengkap', 'lagu', 'lagu', 'uchh', 'semakin', 'aku', 'suport', 'terus', 'nih', 'spotify', 'thanks', 'wassalam']",positive
apk spotify ini bagus banget kalian juga harus download pas udah mau di ke bawah bnyk bnget lagu yg bagus klian harus download deh apk spotify ini nanti kalian ketagihan selmt mncoba,5,1,"['apk', 'spotify', 'ini', 'bagus', 'banget', 'kalian', 'juga', 'harus', 'download', 'pas', 'udah', 'mau', 'di', 'ke', 'bawah', 'bnyk', 'bnget', 'lagu', 'yang', 'bagus', 'klian', 'harus', 'download', 'deh', 'apk', 'spotify', 'ini', 'nanti', 'kalian', 'ketagihan', 'selmt', 'mncoba']",positive
sangat enak di dengar oleh ku,5,0,"['sangat', 'enak', 'di', 'dengar', 'oleh', 'ku']",positive
Saking banyaknya lagu aku sampai bikin playlist,5,0,"['saking', 'banyaknya', 'lagu', 'aku', 'sampai', 'bikin', 'playlist']",positive
baik,5,0,['baik'],positive
Semua lagu ada semua 👍👍,5,0,"['semua', 'lagu', 'ada', 'semua']",negative
mantap dan lanjutkan,5,0,"['mantap', 'dan', 'lanjutkan']",positive
cocok untuk ngedengerin lagu,5,0,"['cocok', 'untuk', 'ngedengerin', 'lagu']",positive
"aku berlangganan bulan juni 2025, promo 2bulan Rp.60 rb sekian termasuk pajak, ternyata bulan juli 2025 sudah diputus. Mencoba di 22 Juli 2025 untuk berlangganan lagi, ternyata harus 3 bulan Rp. 120 ribu sekian. Jadi malas untuk berlangganan lagi.",3,3,"['aku', 'berlangganan', 'bulan', 'juni', 'promo', 'bulan', 'rp', 'rb', 'sekian', 'termasuk', 'pajak', 'ternyata', 'bulan', 'juli', 'sudah', 'diputus', 'mencoba', 'di', 'juli', 'untuk', 'berlangganan', 'lagi', 'ternyata', 'harus', 'bulan', 'rp', 'ribu', 'sekian', 'jadi', 'malas', 'untuk', 'berlangganan', 'lagi']",negative
aku suka banget spotify. krn bisa bebas dengerin banyak musik. klo soal iklan ya masih wajarlah. dan lagi mau jd premium juga lebih murah daripada aplikasi sejenis lainnya. kalo bisa tambah teks lirik lagunya biar bisa sambil karaoke..,5,16,"['aku', 'suka', 'banget', 'spotify', 'krn', 'bisa', 'bebas', 'dengerin', 'banyak', 'musik', 'klo', 'soal', 'iklan', 'ya', 'masih', 'wajarlah', 'dan', 'lagi', 'mau', 'jd', 'premium', 'juga', 'lebih', 'murah', 'daripada', 'aplikasi', 'sejenis', 'lainnya', 'kalo', 'bisa', 'tambah', 'teks', 'lirik', 'lagunya', 'biar', 'bisa', 'sambil', 'karaoke']",positive
Bgs tp sayang dikit2 hrs masuk ke premium bayar.,5,0,"['bgs', 'tp', 'sayang', 'dikit', 'hrs', 'masuk', 'ke', 'premium', 'bayar']",positive
"Setiap hari dengerin lagu sih di spoti, trs bisa bikin playlist jg, saran nih, jangan sering sering muncul iklannya❤️🤲🤲🤲❤️🐱⚡🤲❤️❤️❤️❤️❤️",5,1,"['setiap', 'hari', 'dengerin', 'lagu', 'sih', 'di', 'spoti', 'terus', 'bisa', 'bikin', 'playlist', 'jg', 'saran', 'nih', 'jangan', 'sering', 'sering', 'muncul', 'iklannya']",neutral
wajib banget nih yang suka dengerin lagu,5,0,"['wajib', 'banget', 'nih', 'yang', 'suka', 'dengerin', 'lagu']",positive
"Aplikasinya sudah bagus, cuman kadang ngeleg gak bisa dimatiin Lagunya. Jadi harus pencet² terus, dan kalau di skip biasanya gak langsung ke skip. Tapi harus Nunggu lama banget, bikin kesel juga",5,553,"['aplikasinya', 'sudah', 'bagus', 'cuman', 'kadang', 'ngeleg', 'tidak', 'bisa', 'dimatiin', 'lagunya', 'jadi', 'harus', 'pencet', 'terus', 'dan', 'kalau', 'di', 'skip', 'biasanya', 'tidak', 'langsung', 'ke', 'skip', 'tapi', 'harus', 'nunggu', 'lama', 'banget', 'bikin', 'kesel', 'juga']",negative
"ini tidak berguna, hannya bisa duputar online atau prabayar.",1,0,"['ini', 'tidak', 'berguna', 'hannya', 'bisa', 'duputar', 'online', 'atau', 'prabayar']",negative
"offline terus, buka youtube lancar",1,0,"['offline', 'terus', 'buka', 'youtube', 'lancar']",neutral
Ini kenapa sekarang jadi pay to listen Tiap ganti lagu harus premium tolong didengar ya,4,1,"['ini', 'kenapa', 'sekarang', 'jadi', 'pay', 'to', 'listen', 'tiap', 'ganti', 'lagu', 'harus', 'premium', 'tolong', 'didengar', 'ya']",negative
Sangat bagus,5,0,"['sangat', 'bagus']",positive
"Untuk yang tidak banyak tahu judul lagu,,spotify memudahkan mereka utk membuat list dari genre yang disuka dan sedang ingin didengarkan...",5,2,"['untuk', 'yang', 'tidak', 'banyak', 'tahu', 'judul', 'laguspotify', 'memudahkan', 'mereka', 'utk', 'membuat', 'list', 'dari', 'genre', 'yang', 'disuka', 'dan', 'sedang', 'ingin', 'didengarkan']",positive
Seru,5,0,['seru'],negative
The best 👍🏻👍🏻,5,0,"['the', 'best']",positive
bagus dan tidak perlu bayar jika hanya mendegar kan nya,5,0,"['bagus', 'dan', 'tidak', 'perlu', 'bayar', 'jika', 'hanya', 'mendegar', 'kan', 'nya']",positive
Oke,5,0,['oke'],positive
"seru bgt terus bisa menemani aku mandi, jadi aku dah gak takut lagi deh🥰",5,0,"['seru', 'banget', 'terus', 'bisa', 'menemani', 'aku', 'mandi', 'jadi', 'aku', 'sudah', 'tidak', 'takut', 'lagi', 'deh']",positive
Karena tidak bisa diputar jika tidak ada paket,4,0,"['karena', 'tidak', 'bisa', 'diputar', 'jika', 'tidak', 'ada', 'paket']",neutral
ok,5,0,['ok'],negative
sangat bagus dan memuaskan,5,0,"['sangat', 'bagus', 'dan', 'memuaskan']",positive
keren banget aplikasi Spotify,5,0,"['keren', 'banget', 'aplikasi', 'spotify']",positive
WOI KIKIR BANGET DI BATESIN PEMILIHAN LAGU NYA 6 PER HARI😂,2,0,"['woi', 'kikir', 'banget', 'di', 'batesin', 'pemilihan', 'lagu', 'nya', 'per', 'hari']",negative
Bagus. Terus pertahankan.,5,0,"['bagus', 'terus', 'pertahankan']",positive
Lagu yang ada di sportify sangat bagus dan enak di dengar,5,0,"['lagu', 'yang', 'ada', 'di', 'sportify', 'sangat', 'bagus', 'dan', 'enak', 'di', 'dengar']",positive
"Tolong, kalau update tuh jangan kebangetan, awalnya liriknya dibatasi, sekarang malah putar2 lagu malah dibatasi, harus premium dulu, apa-apaan nih, spotify nih lama2 makin ngelunjak, katanya aplikasi musik, kok mau puter musik malah dibatasi sih perharinya, capek banget sama update tannya",2,33,"['tolong', 'kalau', 'update', 'tuh', 'jangan', 'kebangetan', 'awalnya', 'liriknya', 'dibatasi', 'sekarang', 'malah', 'putar', 'lagu', 'malah', 'dibatasi', 'harus', 'premium', 'dulu', 'apaapaan', 'nih', 'spotify', 'nih', 'lama', 'semakin', 'ngelunjak', 'katanya', 'aplikasi', 'musik', 'kok', 'mau', 'puter', 'musik', 'malah', 'dibatasi', 'sih', 'perharinya', 'capek', 'banget', 'sama', 'update', 'tannya']",negative
baguss,5,0,['baguss'],positive
Love this 😍😍😍 Bagi yang mau dimudahkan dalam pemutaran lagu bisa pake premium nya Ini juga ngedukung artis favorit kita lho,5,2,"['love', 'this', 'bagi', 'yang', 'mau', 'dimudahkan', 'dalam', 'pemutaran', 'lagu', 'bisa', 'pake', 'premium', 'nya', 'ini', 'juga', 'ngedukung', 'artis', 'favorit', 'kita', 'lho']",positive
Oke,5,0,['oke'],positive
udah gw uninstall.. aplikasi Dengerin IKLAN di selingi Musiikkk..!!!!!,1,1,"['udah', 'gw', 'uninstall', 'aplikasi', 'dengerin', 'iklan', 'di', 'selingi', 'musiikkk']",negative
"please let us have personal settings to changed lyrics background, sometimes i got this bright lyrics background and it's hurting my eyes",4,0,"['please', 'let', 'us', 'have', 'personal', 'settings', 'to', 'changed', 'lyrics', 'background', 'sometimes', 'i', 'got', 'this', 'bright', 'lyrics', 'background', 'and', 'its', 'hurting', 'my', 'eyes']",positive
Ini aplikasi bagus banget cocok buat setiap hari,5,0,"['ini', 'aplikasi', 'bagus', 'banget', 'cocok', 'buat', 'setiap', 'hari']",positive
Aplikasinya nyebelin bgt awal download sih baik baik aja ehh sekarang gk bisa putar lagu kesukaanku gara gara premium apa apa premium gk apa gk premium 😡😡,1,2,"['aplikasinya', 'nyebelin', 'banget', 'awal', 'download', 'sih', 'baik', 'baik', 'saja', 'ehh', 'sekarang', 'gk', 'bisa', 'putar', 'lagu', 'kesukaanku', 'gara', 'gara', 'premium', 'apa', 'apa', 'premium', 'gk', 'apa', 'gk', 'premium']",negative
bagus,5,0,['bagus'],positive
Tolong kenakan musik saya terima kasih,5,0,"['tolong', 'kenakan', 'musik', 'saya', 'terima', 'kasih']",neutral
ko tol,1,0,"['ko', 'tol']",neutral
bagus tapi banyak iklan 🙏🙏🙏😭😭😭🤍. tolong dihilangkan biar tambah asik,4,0,"['bagus', 'tapi', 'banyak', 'iklan', 'tolong', 'dihilangkan', 'biar', 'tambah', 'asik']",negative
the best,5,0,"['the', 'best']",positive
bagus bgt,5,0,"['bagus', 'banget']",positive
Kane buat rileks,5,0,"['kane', 'buat', 'rileks']",positive
hufttt apk nya bagus tapi tolong lah admin jangan banyakin iklan oke lah kalo udah lama ada iklan inimah baru 2-3 langaung iklan apk haromm trus gw nyari lagu yang muncul ga sesuai ekspetasi banget tolong di benerin asww🙏🙏,1,0,"['hufttt', 'apk', 'nya', 'bagus', 'tapi', 'tolong', 'lah', 'admin', 'jangan', 'banyakin', 'iklan', 'oke', 'lah', 'kalo', 'udah', 'lama', 'ada', 'iklan', 'inimah', 'baru', 'langaung', 'iklan', 'apk', 'haromm', 'trus', 'gw', 'nyari', 'lagu', 'yang', 'muncul', 'tidak', 'sesuai', 'ekspetasi', 'banget', 'tolong', 'di', 'benerin', 'asww']",negative
bagus cuma sering iklan,5,0,"['bagus', 'cuma', 'sering', 'iklan']",negative
"Wah ternyata playlist nya dipublikasikan, kita buat playlist nanti didengar orang lain, good....bisa download lagu Indonesia dan mancanegara tanpa nyandet, lengkap dah semua....👍👍",5,15,"['wah', 'ternyata', 'playlist', 'nya', 'dipublikasikan', 'kita', 'buat', 'playlist', 'nanti', 'didengar', 'orang', 'lain', 'goodbisa', 'download', 'lagu', 'indonesia', 'dan', 'mancanegara', 'tanpa', 'nyandet', 'lengkap', 'sudah', 'semua']",positive
nice app,5,0,"['nice', 'app']",positive
Spotify bagus bangat lagu nya banyak lagu kesukaan aku laskar pelangi dan sempurna setiap malam aku dengerin lagu terimakasih spotiy aku suka lagu lagunya,5,0,"['spotify', 'bagus', 'bangat', 'lagu', 'nya', 'banyak', 'lagu', 'kesukaan', 'aku', 'laskar', 'pelangi', 'dan', 'sempurna', 'setiap', 'malam', 'aku', 'dengerin', 'lagu', 'terimakasih', 'spotiy', 'aku', 'suka', 'lagu', 'lagunya']",positive
Seru.kita dapat memutar musik yg kita mau tapi sayang suka ada iklan yg muncul gitu aja mohon perbaiki iklan nya yaaa,5,2,"['serukita', 'dapat', 'memutar', 'musik', 'yang', 'kita', 'mau', 'tapi', 'sayang', 'suka', 'ada', 'iklan', 'yang', 'muncul', 'gitu', 'saja', 'mohon', 'perbaiki', 'iklan', 'nya', 'yaaa']",negative
bikin mood akuu bgss,5,0,"['bikin', 'mood', 'akuu', 'bgss']",positive
"Keren sih ini, bisa dengar banyak lagu, tapi di optimalkan buat admin nya tolong kurangin iklan nya, soalnya sekali putar lagu pasti ada iklan nya, tapi ttp bagus kok saya kasih bintang ⭐ 5",5,5,"['keren', 'sih', 'ini', 'bisa', 'dengar', 'banyak', 'lagu', 'tapi', 'di', 'optimalkan', 'buat', 'admin', 'nya', 'tolong', 'kurangin', 'iklan', 'nya', 'soalnya', 'sekali', 'putar', 'lagu', 'pasti', 'ada', 'iklan', 'nya', 'tapi', 'ttp', 'bagus', 'kok', 'saya', 'kasih', 'bintang']",positive
"So far semua ok, cuma saya sangat menyarankan agar pembacaan surah2 Al Quran jangan masuk dalam list spotify. Itu ranah religius, jgn dicampur dengan lagu lagu yang murni hanya untuk hiburan",5,12,"['so', 'far', 'semua', 'ok', 'cuma', 'saya', 'sangat', 'menyarankan', 'agar', 'pembacaan', 'surah', 'al', 'quran', 'jangan', 'masuk', 'dalam', 'list', 'spotify', 'itu', 'ranah', 'religius', 'jgn', 'dicampur', 'dengan', 'lagu', 'lagu', 'yang', 'murni', 'hanya', 'untuk', 'hiburan']",negative
bagus dan sangat membantu,5,0,"['bagus', 'dan', 'sangat', 'membantu']",positive
iklan terus,1,0,"['iklan', 'terus']",negative
Bisa menikmati musik kapan saja,5,0,"['bisa', 'menikmati', 'musik', 'kapan', 'saja']",positive
"Aku suka banget sm lagu nya aku ngerasa ditemenin walau cm sm lagu tapi rasanya kayak aku tuh punya temen, setiap denger lagu aku ngerasa ada orang yang nenangin aku i love it",5,3,"['aku', 'suka', 'banget', 'sm', 'lagu', 'nya', 'aku', 'ngerasa', 'ditemenin', 'walau', 'cm', 'sm', 'lagu', 'tapi', 'rasanya', 'kayak', 'aku', 'tuh', 'punya', 'temen', 'setiap', 'denger', 'lagu', 'aku', 'ngerasa', 'ada', 'orang', 'yang', 'nenangin', 'aku', 'i', 'love', 'it']",positive
Bagus,5,0,['bagus'],positive
"Suka banget sama aplikasi Spotify... Mau dengar lagu gampang, dan lagunya banyak bagusnya.😍😍👍👍",5,0,"['suka', 'banget', 'sama', 'aplikasi', 'spotify', 'mau', 'dengar', 'lagu', 'gampang', 'dan', 'lagunya', 'banyak', 'bagusnya']",positive
Bagus,5,1,['bagus'],positive
