content,score,thumbsUpCount,cleaned_content,sentiment_label
great music great variety,5,0,"['great', 'music', 'great', 'variety']",positive
stellar!,5,0,['stellar'],neutral
Not happy,1,0,['happy'],negative
"awesome 👌 base on point, functions exactly I expected",5,0,"['awesome', 'base', 'point', 'functions', 'exactly', 'expected']",positive
It's a better music hub in the 2025 listener,5,0,"['better', 'music', 'hub', 'listener']",positive
"Great app. I have been using it for over 5 year. Keep ahead of your competitors Spotify. I feel like and intergrated relationship with Shazam will be ever better. Instead of going into Shazam to add songs to Spotify, go into Spotify to add songs to Spotify using Shazam. Cheers.",5,0,"['great', 'app', 'using', 'year', 'keep', 'ahead', 'competitors', 'spotify', 'feel', 'like', 'intergrated', 'relationship', 'shazam', 'ever', 'better', 'instead', 'going', 'shazam', 'add', 'songs', 'spotify', 'go', 'spotify', 'add', 'songs', 'spotify', 'using', 'shazam', 'cheers']",positive
like Spotify,1,0,"['like', 'spotify']",positive
like this got all my music to listen too the only thing I don't like is when they keep adding songs I've not asked for got a load on what I've not put on & don't like!,5,0,"['like', 'got', 'music', 'listen', 'thing', 'dont', 'like', 'keep', 'adding', 'songs', 'ive', 'asked', 'got', 'load', 'ive', 'put', 'dont', 'like']",positive
greattttt app,5,0,"['greattttt', 'app']",neutral
"I love listing to music cleaning my room or even just play video games also maybe I will even listen to music with nothing to do and Spotify comes in handy for that an easy free app to play you best music or have a 6 hour playlist just like me and also there is no other free music 🎶 app that is good like Spotify, yes Spotify does have ad's but the app need a to get income somehow",5,4,"['love', 'listing', 'music', 'cleaning', 'room', 'even', 'play', 'video', 'games', 'also', 'maybe', 'even', 'listen', 'music', 'nothing', 'spotify', 'comes', 'handy', 'easy', 'free', 'app', 'play', 'best', 'music', 'hour', 'playlist', 'like', 'also', 'free', 'music', 'app', 'good', 'like', 'spotify', 'yes', 'spotify', 'ads', 'app', 'need', 'get', 'income', 'somehow']",positive
"As a student, I recommend this app due to its amazing features. I rate this app 5 out 5 because it shows the song lyrics and is good for streaming music, also, I like how you can repeat the music as much as you want to listen to it. Therefore, the app deserves a solid 5 stars 🌟 love Spotify.",5,2,"['student', 'recommend', 'app', 'due', 'amazing', 'features', 'rate', 'app', 'shows', 'song', 'lyrics', 'good', 'streaming', 'music', 'also', 'like', 'repeat', 'music', 'much', 'want', 'listen', 'therefore', 'app', 'deserves', 'solid', 'stars', 'love', 'spotify']",positive
"5 stars ! Great App with countless methods of intergration ie PS4 , Waze , Alarms etc... Would love to have a military discounted plan like Tidal does to really keep Veteran customers happy. It would also be nice to match their bit rates. I would love for spotify to have master quality/flac files. Sincerely a Veteran Audiophile",5,93,"['stars', 'great', 'app', 'countless', 'methods', 'intergration', 'ie', 'ps', 'waze', 'alarms', 'etc', 'would', 'love', 'military', 'discounted', 'plan', 'like', 'tidal', 'really', 'keep', 'veteran', 'customers', 'happy', 'would', 'also', 'nice', 'match', 'bit', 'rates', 'would', 'love', 'spotify', 'master', 'qualityflac', 'files', 'sincerely', 'veteran', 'audiophile']",positive
very interesting,5,0,['interesting'],positive
"Love Spotify, music choices are great. Being able to pick favorites and put them on my list and play them anytime is very nice. They have a lot of really old music, 20s, 30s, 40s and up. Songs I haven't heard since my childhood. I'm extremely happy with this app. Thank you Spotify and thanks for not making me have to get premium to enjoy your app.",5,38,"['love', 'spotify', 'music', 'choices', 'great', 'able', 'pick', 'favorites', 'put', 'list', 'play', 'anytime', 'nice', 'lot', 'really', 'old', 'music', 'songs', 'havent', 'heard', 'since', 'childhood', 'im', 'extremely', 'happy', 'app', 'thank', 'spotify', 'thanks', 'making', 'get', 'premium', 'enjoy', 'app']",positive
Excellent podcasts. Thanks Spotify. I have only used for music before. I now know that you offer so much more! Thank you for broadening my mind and providing a service fit for purpose for everyone! I now know what I've been missing. Always late to the party 🙄👍,5,0,"['excellent', 'podcasts', 'thanks', 'spotify', 'used', 'music', 'know', 'offer', 'much', 'thank', 'broadening', 'mind', 'providing', 'service', 'fit', 'purpose', 'everyone', 'know', 'ive', 'missing', 'always', 'late', 'party']",positive
very good And easy yo operate again thanks,5,0,"['good', 'easy', 'yo', 'operate', 'thanks']",positive
"Haven't been on Pandora for a few years now but from what i've experienced, a much better music streamimg app with less ads, a better, more customizable user experience, and better suggestions based on listens. Haven't found many artists that aren't on spotify, even a local band i know was on it, without his knowledge, so I just hope, as a musician, that musicians are being fairly compensated because it is my favorite way to listen to and discover music! Besides a trusty friend filter of course.",5,0,"['havent', 'pandora', 'years', 'ive', 'experienced', 'much', 'better', 'music', 'streamimg', 'app', 'less', 'ads', 'better', 'customizable', 'user', 'experience', 'better', 'suggestions', 'based', 'listens', 'havent', 'found', 'many', 'artists', 'arent', 'spotify', 'even', 'local', 'band', 'know', 'without', 'knowledge', 'hope', 'musician', 'musicians', 'fairly', 'compensated', 'favorite', 'way', 'listen', 'discover', 'music', 'besides', 'trusty', 'friend', 'filter', 'course']",positive
It's a wonderful app. Sometimes it freezes up on me and takes awhile to load but other than that it's great. As well as it takes forever for the album cover for the playlist to update. It will glitch to the new one and back to old one. Very annoying,5,1,"['wonderful', 'app', 'sometimes', 'freezes', 'takes', 'awhile', 'load', 'great', 'well', 'takes', 'forever', 'album', 'cover', 'playlist', 'update', 'glitch', 'new', 'one', 'back', 'old', 'one', 'annoying']",positive
Spotify needs to URGENTLY and IMMEDIATELY action the Subliminals that have attached themselves to almost all songs. this is disgraceful and dangerous Spotify. have your systems been hacked??? Almost all songs affected by Subliminals now. it absolutely abhorrent. we pay quite well for our music and this is urgent and not acceptable.,1,4,"['spotify', 'needs', 'urgently', 'immediately', 'action', 'subliminals', 'attached', 'almost', 'songs', 'disgraceful', 'dangerous', 'spotify', 'systems', 'hacked', 'almost', 'songs', 'affected', 'subliminals', 'absolutely', 'abhorrent', 'pay', 'quite', 'well', 'music', 'urgent', 'acceptable']",negative
Used for 5 years on and offline and great choice of music. Choosing sd card storage for android is a dealbreaker so glad that was fixed rapidly. Spotify connect is a great sonos beater too. An old ipod in a dock or phone and hey presto. 5 stars now as improved family subscription options.,5,0,"['used', 'years', 'offline', 'great', 'choice', 'music', 'choosing', 'sd', 'card', 'storage', 'android', 'dealbreaker', 'glad', 'fixed', 'rapidly', 'spotify', 'connect', 'great', 'sonos', 'beater', 'old', 'ipod', 'dock', 'phone', 'hey', 'presto', 'stars', 'improved', 'family', 'subscription', 'options']",positive
"It's great, exactly how it's described and I will never use apple music again! Even without premium it is a great deal, all you do is swap adverts off for money + you get to choose your songs independently. However, if you do go for the free version, you still listen to your own music, you just can't choose the order and have a couple of adverts and I think that's a pretty good deal tbh. Definitely worth a go!!",5,0,"['great', 'exactly', 'described', 'never', 'use', 'apple', 'music', 'even', 'without', 'premium', 'great', 'deal', 'swap', 'adverts', 'money', 'get', 'choose', 'songs', 'independently', 'however', 'go', 'free', 'version', 'still', 'listen', 'music', 'cant', 'choose', 'order', 'couple', 'adverts', 'think', 'thats', 'pretty', 'good', 'deal', 'tbh', 'definitely', 'worth', 'go']",positive
"Only problem is when i press play, the play button isnt pressed but the music just plays and will overlap any other audio. I have to reset the app and it's all good. But this happens very often every day. This is my main source of music. I love it. I use all day and still will. Just pointing one bug ive been getting",5,8,"['problem', 'press', 'play', 'play', 'button', 'isnt', 'pressed', 'music', 'plays', 'overlap', 'audio', 'reset', 'app', 'good', 'happens', 'often', 'every', 'day', 'main', 'source', 'music', 'love', 'use', 'day', 'still', 'pointing', 'one', 'bug', 'ive', 'getting']",positive
Nice,2,0,['nice'],positive
"top podcasts music, videos and recommendations 😎",5,0,"['top', 'podcasts', 'music', 'videos', 'recommendations']",positive
"I LOVE Spotify, can share tons of accolades, user-friendly features, etc. More importantly I appear to be an eclectic DJ! Can I get my username changed please? I no longer have access to the original email and I would love to edit some things like remove my teenagers' friends from freeloading!",5,0,"['love', 'spotify', 'share', 'tons', 'accolades', 'userfriendly', 'features', 'etc', 'importantly', 'appear', 'eclectic', 'dj', 'get', 'username', 'changed', 'please', 'longer', 'access', 'original', 'email', 'would', 'love', 'edit', 'things', 'like', 'remove', 'teenagers', 'friends', 'freeloading']",positive
"I really like Spotify a lot. I just wish I could afford premium and stuff. I really do love it I just wish they made it a little more free for users that don't have premium. Like, I wish you didn't have to pick ""Shuffle"", I wish you could pick the song you want to listen to. Other than that though I like it.",5,1,"['really', 'like', 'spotify', 'lot', 'wish', 'could', 'afford', 'premium', 'stuff', 'really', 'love', 'wish', 'made', 'little', 'free', 'users', 'dont', 'premium', 'like', 'wish', 'didnt', 'pick', 'shuffle', 'wish', 'could', 'pick', 'song', 'want', 'listen', 'though', 'like']",positive
Excellent,5,0,['excellent'],positive
After the most recent update there is a glitch with Spotify that causes it not to automatically pause when headphones are removed or when a phone call is answered. I've also had issues with Spotify randomly closing while I am listening to music. Would love to switch back to 5 stars once these issues are fixed. Using an LG G flex 2,5,1,"['recent', 'update', 'glitch', 'spotify', 'causes', 'automatically', 'pause', 'headphones', 'removed', 'phone', 'call', 'answered', 'ive', 'also', 'issues', 'spotify', 'randomly', 'closing', 'listening', 'music', 'would', 'love', 'switch', 'back', 'stars', 'issues', 'fixed', 'using', 'lg', 'g', 'flex']",positive
This is good but please remove ads,4,0,"['good', 'please', 'remove', 'ads']",positive
First note: I fully support spotify for taking a stand supporting everyones right to 1st ammendment protection! I am even willing to PAY a bit more for subscription to cover for the people who hate the 1st ammendment and belive in mob rule cancle culture. Those folks can cancel themselves....Spotify works like a charm! I LOVE the app. The spotify service is awesome.,5,0,"['first', 'note', 'fully', 'support', 'spotify', 'taking', 'stand', 'supporting', 'everyones', 'right', 'st', 'ammendment', 'protection', 'even', 'willing', 'pay', 'bit', 'subscription', 'cover', 'people', 'hate', 'st', 'ammendment', 'belive', 'mob', 'rule', 'cancle', 'culture', 'folks', 'cancel', 'themselvesspotify', 'works', 'like', 'charm', 'love', 'app', 'spotify', 'service', 'awesome']",positive
Perfect,5,0,['perfect'],positive
"7/23/20: Mid app, music quality is average, the ""30 mins ad free"" isn't worth it anymore, it gives u 20 mins free if you're lucky and you have to watch 3-4 ads instead of what used to be 1. Thinking of moving to YouTube Music. Edit 8/28/25: Updated app keeps stopping music when I'm away from my phone. I have the Premium family plan which claims to give you unlimited music, podcasts, and audiobooks, except now they're running ads on the podcasts and audiobooks like the greedy bastards they are.",2,1,"['mid', 'app', 'music', 'quality', 'average', 'mins', 'ad', 'free', 'isnt', 'worth', 'anymore', 'gives', 'u', 'mins', 'free', 'youre', 'lucky', 'watch', 'ads', 'instead', 'used', 'thinking', 'moving', 'youtube', 'music', 'edit', 'updated', 'app', 'keeps', 'stopping', 'music', 'im', 'away', 'phone', 'premium', 'family', 'plan', 'claims', 'give', 'unlimited', 'music', 'podcasts', 'audiobooks', 'except', 'theyre', 'running', 'ads', 'podcasts', 'audiobooks', 'like', 'greedy', 'bastards']",positive
good,5,0,['good'],positive
this app is Soo good I love this app,5,0,"['app', 'soo', 'good', 'love', 'app']",positive
"Love the amount of music it has, but the past half a year or so, it has been loading sooooo slow. edit: after reinstalling the app it works loads better!",4,0,"['love', 'amount', 'music', 'past', 'half', 'year', 'loading', 'sooooo', 'slow', 'edit', 'reinstalling', 'app', 'works', 'loads', 'better']",positive
This App is literally the greatest Music App I've used. It works so well while I'm at work and moving about.. I don't have to change the song cause it does it on its own and it knows how to match the vibe and energy of the previous song almost like a DJ. 5 Stars mane..,5,0,"['app', 'literally', 'greatest', 'music', 'app', 'ive', 'used', 'works', 'well', 'im', 'work', 'moving', 'dont', 'change', 'song', 'cause', 'knows', 'match', 'vibe', 'energy', 'previous', 'song', 'almost', 'like', 'dj', 'stars', 'mane']",positive
"Do not download, it is completely BS or doesn't play the song I tell it to, i have added the song ""Highwayman"" to my playlist but when I try to play the song it only plays a 5 second demo of the song and after I finally get it to play highwayman instead of playing the next song on my playlist it instead plays a stupid song I haven't even heard of and listened to it has many problems do not get I'm sure there is 100's of better music playing apps that are better than this piece of S***",5,3,"['download', 'completely', 'bs', 'doesnt', 'play', 'song', 'tell', 'added', 'song', 'highwayman', 'playlist', 'try', 'play', 'song', 'plays', 'second', 'demo', 'song', 'finally', 'get', 'play', 'highwayman', 'instead', 'playing', 'next', 'song', 'playlist', 'instead', 'plays', 'stupid', 'song', 'havent', 'even', 'heard', 'listened', 'many', 'problems', 'get', 'im', 'sure', 'better', 'music', 'playing', 'apps', 'better', 'piece']",negative
Spotify is an absolutely amazing music and podcast app it is very high quality and very fun. The problem I have with Spotify is the shuffle mode effect it is terrible and I hate it and I think everyone hates it aswell. With that being said I highly recommend this app for everybody to use it is 100% safe 100% functional👍,5,2,"['spotify', 'absolutely', 'amazing', 'music', 'podcast', 'app', 'high', 'quality', 'fun', 'problem', 'spotify', 'shuffle', 'mode', 'effect', 'terrible', 'hate', 'think', 'everyone', 'hates', 'aswell', 'said', 'highly', 'recommend', 'app', 'everybody', 'use', 'safe', 'functional']",positive
Good songs Paid service is better,5,0,"['good', 'songs', 'paid', 'service', 'better']",positive
"The best music streaming app I've had so far, period. Spotify keeps recommending that you pay for Premium, but if you have the money, it is worth it. A friend of mine told me that there's a beta program for this app, but it doesn't seem to be available in Singapore. I would join if I could.",5,0,"['best', 'music', 'streaming', 'app', 'ive', 'far', 'period', 'spotify', 'keeps', 'recommending', 'pay', 'premium', 'money', 'worth', 'friend', 'mine', 'told', 'theres', 'beta', 'program', 'app', 'doesnt', 'seem', 'available', 'singapore', 'would', 'join', 'could']",positive
good,5,0,['good'],positive
I can play everything in Spotify,5,0,"['play', 'everything', 'spotify']",positive
love musical instruments,5,0,"['love', 'musical', 'instruments']",positive
Best music listening app I have ever used. The features of this app just amaze me. You provide lyrics of the song. Song plays even when the screen is off. The sound quality is also very good. We can find number off songs on this I just love it. I'm addicted to it. :),5,1,"['best', 'music', 'listening', 'app', 'ever', 'used', 'features', 'app', 'amaze', 'provide', 'lyrics', 'song', 'song', 'plays', 'even', 'screen', 'sound', 'quality', 'also', 'good', 'find', 'number', 'songs', 'love', 'im', 'addicted']",positive
excellent,5,0,['excellent'],positive
"too many ads, after free trial most of the features just vanish.Hate this app this app doesn't even deserve 1 star I get so much frustrated because of these ads",1,0,"['many', 'ads', 'free', 'trial', 'features', 'vanishhate', 'app', 'app', 'doesnt', 'even', 'deserve', 'star', 'get', 'much', 'frustrated', 'ads']",negative
ads,1,0,['ads'],neutral
I really love this app and there are lots of plans for 1 day primium to 1 weak premium to many other intresting deals. And every day it seems like this app knows telekinesis or something totally read my mind. I don't know but this make my life easier. So thnks so much developers. Keep up the good work.,5,0,"['really', 'love', 'app', 'lots', 'plans', 'day', 'primium', 'weak', 'premium', 'many', 'intresting', 'deals', 'every', 'day', 'seems', 'like', 'app', 'knows', 'telekinesis', 'something', 'totally', 'read', 'mind', 'dont', 'know', 'make', 'life', 'easier', 'thnks', 'much', 'developers', 'keep', 'good', 'work']",positive
Very good music streaming platform,5,0,"['good', 'music', 'streaming', 'platform']",positive
is pretty nice,3,0,"['pretty', 'nice']",positive
the worst app ever don't recommend at all,1,0,"['worst', 'app', 'ever', 'dont', 'recommend']",negative
my favorite music app,5,0,"['favorite', 'music', 'app']",positive
assume and very wonderful music,5,0,"['assume', 'wonderful', 'music']",positive
"It's Cool, Except the Fact that My Music will just Turn off Whenever!",3,6,"['cool', 'except', 'fact', 'music', 'turn', 'whenever']",positive
it helped me to get out of my all strees by playing my loving song . hence it is best for song listeners and for people interested in podcast also 💯💯,5,0,"['helped', 'get', 'strees', 'playing', 'loving', 'song', 'hence', 'best', 'song', 'listeners', 'people', 'interested', 'podcast', 'also']",positive
"Spotify, I’ve noticed that the ads are becoming more frequent—sometimes it feels like there are around five ads for every single song I play. It’s starting to feel excessive and disruptive to the listening experience. Are you prioritizing ads too much, or has the balance between music and advertisements shifted? I understand that ads are necessary to keep the free version running, but this level of frequency comes across as overwhelming and, honestly, a bit greedy. I hope Spotify can find a way",3,4,"['spotify', 'ive', 'noticed', 'ads', 'becoming', 'frequentsometimes', 'feels', 'like', 'around', 'five', 'ads', 'every', 'single', 'song', 'play', 'starting', 'feel', 'excessive', 'disruptive', 'listening', 'experience', 'prioritizing', 'ads', 'much', 'balance', 'music', 'advertisements', 'shifted', 'understand', 'ads', 'necessary', 'keep', 'free', 'version', 'running', 'level', 'frequency', 'comes', 'across', 'overwhelming', 'honestly', 'bit', 'greedy', 'hope', 'spotify', 'find', 'way']",positive
Wish it could be more friendly for people who don't have money. I literally created a playlist but when I tried to play a song from it it didn't even play a song from the playlist. It just doesn't make sense. Aren't I the one who knows what I want to listen to? If it's not even going to play the song I want then there's no point in using it. And only 3 skips an hour is sad.I get maybe premium is better but as someone who can't pay for monthly subscriptions I find this app really biased to money.,1,1,"['wish', 'could', 'friendly', 'people', 'dont', 'money', 'literally', 'created', 'playlist', 'tried', 'play', 'song', 'didnt', 'even', 'play', 'song', 'playlist', 'doesnt', 'make', 'sense', 'arent', 'one', 'knows', 'want', 'listen', 'even', 'going', 'play', 'song', 'want', 'theres', 'point', 'using', 'skips', 'hour', 'sadi', 'get', 'maybe', 'premium', 'better', 'someone', 'cant', 'pay', 'monthly', 'subscriptions', 'find', 'app', 'really', 'biased', 'money']",positive
now we even have to go premium to choose wat songs to listen 😂😂ads was not enough for Spotify 😂😂💔had a great time wit u Spotify....it's time for us to part😂😂,1,0,"['even', 'go', 'premium', 'choose', 'wat', 'songs', 'listen', 'ads', 'enough', 'spotify', 'great', 'time', 'wit', 'u', 'spotifyits', 'time', 'us', 'part']",positive
spectacular love it just love kiss to Spotify maker,5,0,"['spectacular', 'love', 'love', 'kiss', 'spotify', 'maker']",positive
"exellent, but unstable these days. could be my phone, not sure.",5,0,"['exellent', 'unstable', 'days', 'could', 'phone', 'sure']",negative
"finally after the recent update, Spotify actually feels like a music app that doesn't limit you in every aspect imaginable, actually good now with the unlimited skips and actually being able to listen to a song before adding it to a playlist. my only complaint is that when listening to an album after some time, it decides that you can't listen to the same song again only unless you choose one again manually because otherwise it plays 'similar' songs and nothing else from the album after that",4,11,"['finally', 'recent', 'update', 'spotify', 'actually', 'feels', 'like', 'music', 'app', 'doesnt', 'limit', 'every', 'aspect', 'imaginable', 'actually', 'good', 'unlimited', 'skips', 'actually', 'able', 'listen', 'song', 'adding', 'playlist', 'complaint', 'listening', 'album', 'time', 'decides', 'cant', 'listen', 'song', 'unless', 'choose', 'one', 'manually', 'otherwise', 'plays', 'similar', 'songs', 'nothing', 'else', 'album']",positive
this app is very best,5,0,"['app', 'best']",positive
"I been having this app since the ps3 came out ,on and off for those year,I believe from 2009 to today,and out of all the music apps that I tried which is about 6 maybe more this one sound and plays just is good even the 360 but is one I liked the most,it never caused any problem and always worked well and also it looks great.and for a 3month free what can you lose , uninstalling it won't hurt your phone,thank you Spotify for being so patient with me",5,3,"['app', 'since', 'ps', 'came', 'yeari', 'believe', 'todayand', 'music', 'apps', 'tried', 'maybe', 'one', 'sound', 'plays', 'good', 'even', 'one', 'liked', 'mostit', 'never', 'caused', 'problem', 'always', 'worked', 'well', 'also', 'looks', 'greatand', 'month', 'free', 'lose', 'uninstalling', 'wont', 'hurt', 'phonethank', 'spotify', 'patient']",positive
This is the best music app. It is user friendly and has all the music I love. Didn't think I would ever use the podcast feature but I was reading in my YouVersion Bible App and the devotional used Spotify Podcast to hear their devotional story. It is really cool. Google even sent me on a Podcast to explain something to me. I am a huge Spotify fan.,5,22,"['best', 'music', 'app', 'user', 'friendly', 'music', 'love', 'didnt', 'think', 'would', 'ever', 'use', 'podcast', 'feature', 'reading', 'youversion', 'bible', 'app', 'devotional', 'used', 'spotify', 'podcast', 'hear', 'devotional', 'story', 'really', 'cool', 'google', 'even', 'sent', 'podcast', 'explain', 'something', 'huge', 'spotify', 'fan']",positive
"This app has a lot of good features including its personalization to whoever is listening. Another thing that's helpful is whenever a song is 'liked' in the app, those songs can be played when not connected to the internet.",5,0,"['app', 'lot', 'good', 'features', 'including', 'personalization', 'whoever', 'listening', 'another', 'thing', 'thats', 'helpful', 'whenever', 'song', 'liked', 'app', 'songs', 'played', 'connected', 'internet']",positive
Very good,3,0,['good'],positive
best😍😍,5,0,['best'],neutral
what can I say I mean it's the only Music app with nice feats,5,0,"['say', 'mean', 'music', 'app', 'nice', 'feats']",positive
"People can nitpick this app as much as they want, but let's be honest. Spotify had more genres and music than you can shake a stick at and have features so you can find new (to you) songs that fit your tastes. You want the app",5,0,"['people', 'nitpick', 'app', 'much', 'want', 'lets', 'honest', 'spotify', 'genres', 'music', 'shake', 'stick', 'features', 'find', 'new', 'songs', 'fit', 'tastes', 'want', 'app']",positive
relaxing,5,0,['relaxing'],positive
just a really good app,5,0,"['really', 'good', 'app']",positive
"Im giving you five stars because i love your platform, but your logo is crooked. Can someone please fix it. It is really bothering me. Everyday I see that it is not fixed, you will lose one star. You have 5 days to fix this issue. Your time starts now. Edit: I forgot all about this",5,0,"['im', 'giving', 'five', 'stars', 'love', 'platform', 'logo', 'crooked', 'someone', 'please', 'fix', 'really', 'bothering', 'everyday', 'see', 'fixed', 'lose', 'one', 'star', 'days', 'fix', 'issue', 'time', 'starts', 'edit', 'forgot']",negative
🙏🙏🙏,5,0,[],neutral
awesome 👌 👏,5,0,['awesome'],positive
simply amazing I'm loving all the new features trading playlist and everything so easy to find music that I like and when I can't it shows me new stuff,5,0,"['simply', 'amazing', 'im', 'loving', 'new', 'features', 'trading', 'playlist', 'everything', 'easy', 'find', 'music', 'like', 'cant', 'shows', 'new', 'stuff']",positive
This app is perfect for those looking for something different in finding music and podcasts.,5,1,"['app', 'perfect', 'looking', 'something', 'different', 'finding', 'music', 'podcasts']",positive
perfect app to listen to music while you're in the others app.,5,0,"['perfect', 'app', 'listen', 'music', 'youre', 'others', 'app']",positive
very good app,5,0,"['good', 'app']",positive
"saves me having to use data to listen to songs, its really good. would recommend",5,0,"['saves', 'use', 'data', 'listen', 'songs', 'really', 'good', 'would', 'recommend']",positive
"So, I wasn't quite sure how to write this. My phone just recently updated for Spotify but now it keeps crashing. It says the app keeps stopping. Noticing this, I decided to delete it and reinstall it. Not even this fixed my problem. Please help?",5,0,"['wasnt', 'quite', 'sure', 'write', 'phone', 'recently', 'updated', 'spotify', 'keeps', 'crashing', 'says', 'app', 'keeps', 'stopping', 'noticing', 'decided', 'delete', 'reinstall', 'even', 'fixed', 'problem', 'please', 'help']",positive
"Team, I have given you a five star rating. Because of the good playlists you do for me. However, I have a small ask, why give me alcohol ads amidst my heavenly music playlist? 😒 Is it possible you work on this app to read user's playlist and queue the right ads? From the kind of music it learns one is listening to? Am speaking for those on the free version but they will have to speak for themselves once I buy premium. ☺️",5,1,"['team', 'given', 'five', 'star', 'rating', 'good', 'playlists', 'however', 'small', 'ask', 'give', 'alcohol', 'ads', 'amidst', 'heavenly', 'music', 'playlist', 'possible', 'work', 'app', 'read', 'users', 'playlist', 'queue', 'right', 'ads', 'kind', 'music', 'learns', 'one', 'listening', 'speaking', 'free', 'version', 'speak', 'buy', 'premium']",positive
good,5,0,['good'],positive
"too much adds and we have to pay for almost everything, good music app though",2,0,"['much', 'adds', 'pay', 'almost', 'everything', 'good', 'music', 'app', 'though']",positive
I can now listen to books on my cell phone as well as music thank you,5,0,"['listen', 'books', 'cell', 'phone', 'well', 'music', 'thank']",positive
dont purchase.. its waste.. not easy to use and bad experience,1,0,"['dont', 'purchase', 'waste', 'easy', 'use', 'bad', 'experience']",negative
awesome,5,0,['awesome'],positive
getting there,4,0,['getting'],neutral
"Friends told me about this for a long time before I actually downloaded it. Now I can't believe I waited so long because the more you use Spotify the more it learns about your interests. I've made many Playlist and like many genres of music, podcasts and even books! So if you like exploring music this is super user friendly!",5,36,"['friends', 'told', 'long', 'time', 'actually', 'downloaded', 'cant', 'believe', 'waited', 'long', 'use', 'spotify', 'learns', 'interests', 'ive', 'made', 'many', 'playlist', 'like', 'many', 'genres', 'music', 'podcasts', 'even', 'books', 'like', 'exploring', 'music', 'super', 'user', 'friendly']",positive
"I really really enjoy using this app,I can listen to music offline and play it anywhere just like the ad say. But maybe you can make sure when the 30 minutes of no ad interruption,ads come up after 2 song plays. But of overall I love using this app Keep up the good work and improve this app to make it better. I wish you guys the best of luck and hopefully this app will become more popular than it already is in the near future 😃😄",5,12,"['really', 'really', 'enjoy', 'using', 'appi', 'listen', 'music', 'offline', 'play', 'anywhere', 'like', 'ad', 'say', 'maybe', 'make', 'sure', 'minutes', 'ad', 'interruptionads', 'come', 'song', 'plays', 'overall', 'love', 'using', 'app', 'keep', 'good', 'work', 'improve', 'app', 'make', 'better', 'wish', 'guys', 'best', 'luck', 'hopefully', 'app', 'become', 'popular', 'already', 'near', 'future']",positive
Need to make the audio files louder otherwise I'm still happy,5,0,"['need', 'make', 'audio', 'files', 'louder', 'otherwise', 'im', 'still', 'happy']",positive
When this app launched I leave my second iphone to dustbin,5,0,"['app', 'launched', 'leave', 'second', 'iphone', 'dustbin']",positive
"Spotify are the most popular music player, but i'am really disappointed of this new spotify price subscription which increase the price either student or individual package. I hope in the future they will add lossless audio & etc audio format for highest experience with this new subscription.",4,0,"['spotify', 'popular', 'music', 'player', 'iam', 'really', 'disappointed', 'new', 'spotify', 'price', 'subscription', 'increase', 'price', 'either', 'student', 'individual', 'package', 'hope', 'future', 'add', 'lossless', 'audio', 'etc', 'audio', 'format', 'highest', 'experience', 'new', 'subscription']",positive
"Great app, worth spending g mo ey to dump the adds, odd time in podcasts they push them wfen k ow you pay for them not to be there. Have many podcasts, and only like 3 times have they not had a song I wanted . It's worth the time and service, recommend . They really need Google TV rework on that app, but phone one is great",5,0,"['great', 'app', 'worth', 'spending', 'g', 'mo', 'ey', 'dump', 'adds', 'odd', 'time', 'podcasts', 'push', 'wfen', 'k', 'ow', 'pay', 'many', 'podcasts', 'like', 'times', 'song', 'wanted', 'worth', 'time', 'service', 'recommend', 'really', 'need', 'google', 'tv', 'rework', 'app', 'phone', 'one', 'great']",positive
"I love this app. One thing I dont like is trying to find the songs I have downloaded. Also, the shuffle function repeats songs multiple times before getting through an entire playlists, and the choices of songs in a ""playlist based on Album ....."" is feeble at best, as they just replay songs that you used to play a lot a year ago.",5,6,"['love', 'app', 'one', 'thing', 'dont', 'like', 'trying', 'find', 'songs', 'downloaded', 'also', 'shuffle', 'function', 'repeats', 'songs', 'multiple', 'times', 'getting', 'entire', 'playlists', 'choices', 'songs', 'playlist', 'based', 'album', 'feeble', 'best', 'replay', 'songs', 'used', 'play', 'lot', 'year', 'ago']",positive
Spotify is the top teir garbage these day it cant log in to my account fix these ASAP,1,0,"['spotify', 'top', 'teir', 'garbage', 'day', 'cant', 'log', 'account', 'fix', 'asap']",positive
Awesome app all across the board it's literally in the 5% of all apps that actually does what it advertised and it's constantly growing and getting better the only thing I would like to change is the songs that are unavailable they should all be available only because it makes absolutely no sense that I can find and play songs from as far back as the 60s but not certain songs and artists from 80s 90s or 2000s but other than that it's all around great app ***** definitely 5 stars,5,0,"['awesome', 'app', 'across', 'board', 'literally', 'apps', 'actually', 'advertised', 'constantly', 'growing', 'getting', 'better', 'thing', 'would', 'like', 'change', 'songs', 'unavailable', 'available', 'makes', 'absolutely', 'sense', 'find', 'play', 'songs', 'far', 'back', 'certain', 'songs', 'artists', 'around', 'great', 'app', 'definitely', 'stars']",positive
"Fantastic App with all the music you could ever wish for. Would be great to have a select button to be able to move more then one song to a different or new playlist at once, could also be used to share more then one song at once.",5,0,"['fantastic', 'app', 'music', 'could', 'ever', 'wish', 'would', 'great', 'select', 'button', 'able', 'move', 'one', 'song', 'different', 'new', 'playlist', 'could', 'also', 'used', 'share', 'one', 'song']",positive
